bctg00000000_np1212,1549,2028,-,2.0,bctg00000000_np1212_1549-2028:-
bctg00000000_np1212,2025,2981,-,1.0,bctg00000000_np1212_2025-2981:-
bctg00000000_np1212,2981,3631,-,0.0,bctg00000000_np1212_2981-3631:-
bctg00000000_np1212,3664,4239,-,0.0,bctg00000000_np1212_3664-4239:-
bctg00000000_np1212,4647,6269,+,0.0,bctg00000000_np1212_4647-6269:+
bctg00000000_np1212,6254,6991,-,0.0,bctg00000000_np1212_6254-6991:-
bctg00000000_np1212,7123,8457,+,0.0,bctg00000000_np1212_7123-8457:+
bctg00000000_np1212,8666,9547,-,0.0,bctg00000000_np1212_8666-9547:-
bctg00000000_np1212,9649,10236,+,0.0,bctg00000000_np1212_9649-10236:+
bctg00000000_np1212,10292,10675,-,0.0,bctg00000000_np1212_10292-10675:-
bctg00000000_np1212,10979,11668,+,0.0,bctg00000000_np1212_10979-11668:+
bctg00000000_np1212,11716,12753,-,0.0,bctg00000000_np1212_11716-12753:-
bctg00000000_np1212,12960,13379,+,0.0,bctg00000000_np1212_12960-13379:+
bctg00000000_np1212,13448,14146,+,0.0,bctg00000000_np1212_13448-14146:+
bctg00000000_np1212,14178,16838,+,0.0,bctg00000000_np1212_14178-16838:+
bctg00000000_np1212,16952,18307,+,0.0,bctg00000000_np1212_16952-18307:+
bctg00000000_np1212,18404,18676,+,0.0,bctg00000000_np1212_18404-18676:+
bctg00000000_np1212,18673,19971,-,0.0,bctg00000000_np1212_18673-19971:-
bctg00000000_np1212,25778,28351,-,0.0,bctg00000000_np1212_25778-28351:-
bctg00000000_np1212,28481,29212,-,2.0,bctg00000000_np1212_28481-29212:-
bctg00000000_np1212,29209,30189,-,1.0,bctg00000000_np1212_29209-30189:-
bctg00000000_np1212,30324,31061,+,0.0,bctg00000000_np1212_30324-31061:+
bctg00000000_np1212,31332,31673,+,0.0,bctg00000000_np1212_31332-31673:+
bctg00000000_np1212,31923,33083,+,0.0,bctg00000000_np1212_31923-33083:+
bctg00000000_np1212,33126,34247,-,0.0,bctg00000000_np1212_33126-34247:-
bctg00000000_np1212,34258,35328,-,0.0,bctg00000000_np1212_34258-35328:-
bctg00000000_np1212,35540,35902,+,0.0,bctg00000000_np1212_35540-35902:+
bctg00000000_np1212,36052,36570,+,1.0,bctg00000000_np1212_36052-36570:+
bctg00000000_np1212,36560,37786,+,2.0,bctg00000000_np1212_36560-37786:+
bctg00000000_np1212,37802,38284,+,0.0,bctg00000000_np1212_37802-38284:+
bctg00000000_np1212,38361,38708,-,0.0,bctg00000000_np1212_38361-38708:-
bctg00000000_np1212,38750,39517,-,0.0,bctg00000000_np1212_38750-39517:-
bctg00000000_np1212,39548,40096,-,0.0,bctg00000000_np1212_39548-40096:-
bctg00000000_np1212,40115,40363,-,0.0,bctg00000000_np1212_40115-40363:-
bctg00000000_np1212,40500,41861,-,0.0,bctg00000000_np1212_40500-41861:-
bctg00000000_np1212,41953,42819,+,0.0,bctg00000000_np1212_41953-42819:+
bctg00000000_np1212,42885,44126,+,0.0,bctg00000000_np1212_42885-44126:+
bctg00000000_np1212,44180,44773,-,0.0,bctg00000000_np1212_44180-44773:-
bctg00000000_np1212,44896,45774,+,0.0,bctg00000000_np1212_44896-45774:+
bctg00000000_np1212,45860,47521,+,0.0,bctg00000000_np1212_45860-47521:+
bctg00000000_np1212,47670,48011,+,0.0,bctg00000000_np1212_47670-48011:+
bctg00000000_np1212,48073,48363,-,2.0,bctg00000000_np1212_48073-48363:-
bctg00000000_np1212,48353,48829,-,1.0,bctg00000000_np1212_48353-48829:-
bctg00000000_np1212,48961,49443,+,0.0,bctg00000000_np1212_48961-49443:+
bctg00000000_np1212,49619,49744,+,0.0,bctg00000000_np1212_49619-49744:+
bctg00000000_np1212,50181,54761,-,0.0,bctg00000000_np1212_50181-54761:-
bctg00000000_np1212,55697,57046,-,0.0,bctg00000000_np1212_55697-57046:-
bctg00000000_np1212,58045,59361,+,0.0,bctg00000000_np1212_58045-59361:+
bctg00000000_np1212,59491,60087,+,0.0,bctg00000000_np1212_59491-60087:+
bctg00000000_np1212,60174,61811,-,0.0,bctg00000000_np1212_60174-61811:-
bctg00000000_np1212,62503,62730,+,0.0,bctg00000000_np1212_62503-62730:+
bctg00000000_np1212,62836,63063,+,0.0,bctg00000000_np1212_62836-63063:+
bctg00000000_np1212,63312,64460,+,0.0,bctg00000000_np1212_63312-64460:+
bctg00000000_np1212,64595,64741,+,0.0,bctg00000000_np1212_64595-64741:+
bctg00000000_np1212,65636,66199,+,0.0,bctg00000000_np1212_65636-66199:+
bctg00000000_np1212,66701,67606,-,0.0,bctg00000000_np1212_66701-67606:-
bctg00000000_np1212,67646,67927,-,0.0,bctg00000000_np1212_67646-67927:-
bctg00000000_np1212,68419,68694,+,0.0,bctg00000000_np1212_68419-68694:+
bctg00000000_np1212,68823,69116,+,0.0,bctg00000000_np1212_68823-69116:+
bctg00000000_np1212,69118,69402,+,0.0,bctg00000000_np1212_69118-69402:+
bctg00000000_np1212,69430,69693,+,0.0,bctg00000000_np1212_69430-69693:+
bctg00000000_np1212,69706,69885,+,0.0,bctg00000000_np1212_69706-69885:+
bctg00000000_np1212,69927,70850,-,0.0,bctg00000000_np1212_69927-70850:-
bctg00000000_np1212,71005,71541,+,0.0,bctg00000000_np1212_71005-71541:+
bctg00000000_np1212,71765,72973,-,0.0,bctg00000000_np1212_71765-72973:-
